,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
365,b'<0',18.0,b'existing paid',b'furniture/equipment',2473.0,b'<100',b'unemployed',4.0,b'male single',b'none',1.0,b'car',25.0,b'none',b'own',1.0,b'unemp/unskilled non res',1.0,b'none',b'yes',b'bad'
366,b'no checking',12.0,b'existing paid',b'business',1542.0,b'<100',b'4<=X<7',2.0,b'male single',b'none',4.0,b'car',36.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
367,b'no checking',18.0,b'critical/other existing credit',b'used car',3850.0,b'<100',b'4<=X<7',3.0,b'male single',b'none',1.0,b'car',27.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
368,b'<0',18.0,b'existing paid',b'furniture/equipment',3650.0,b'<100',b'<1',1.0,b'female div/dep/mar',b'none',4.0,b'car',22.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'good'
369,b'<0',36.0,b'existing paid',b'furniture/equipment',3446.0,b'<100',b'>=7',4.0,b'male single',b'none',2.0,b'car',42.0,b'none',b'own',1.0,b'skilled',2.0,b'none',b'yes',b'bad'
370,b'0<=X<200',18.0,b'existing paid',b'furniture/equipment',3001.0,b'<100',b'4<=X<7',2.0,b'female div/dep/mar',b'none',4.0,b'real estate',40.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'good'
371,b'no checking',36.0,b'existing paid',b'new car',3079.0,b'no known savings',b'1<=X<4',4.0,b'male single',b'none',4.0,b'real estate',36.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
372,b'no checking',18.0,b'critical/other existing credit',b'radio/tv',6070.0,b'<100',b'>=7',3.0,b'male single',b'none',4.0,b'car',33.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
373,b'no checking',10.0,b'critical/other existing credit',b'furniture/equipment',2146.0,b'<100',b'<1',1.0,b'female div/dep/mar',b'none',3.0,b'real estate',23.0,b'none',b'rent',2.0,b'skilled',1.0,b'none',b'yes',b'good'
374,b'no checking',60.0,b'critical/other existing credit',b'new car',13756.0,b'no known savings',b'>=7',2.0,b'male single',b'none',4.0,b'no known property',63.0,b'bank',b'for free',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
375,b'0<=X<200',60.0,b'all paid',b'other',14782.0,b'100<=X<500',b'>=7',3.0,b'female div/dep/mar',b'none',4.0,b'no known property',60.0,b'bank',b'for free',2.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'bad'
376,b'<0',48.0,b'all paid',b'business',7685.0,b'<100',b'4<=X<7',2.0,b'female div/dep/mar',b'guarantor',4.0,b'car',37.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
377,b'no checking',18.0,b'delayed previously',b'radio/tv',2320.0,b'<100',b'unemployed',2.0,b'male mar/wid',b'none',3.0,b'real estate',34.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
378,b'no checking',7.0,b'delayed previously',b'radio/tv',846.0,b'no known savings',b'>=7',3.0,b'male single',b'none',4.0,b'no known property',36.0,b'none',b'for free',1.0,b'skilled',1.0,b'none',b'yes',b'good'
379,b'0<=X<200',36.0,b'existing paid',b'new car',14318.0,b'<100',b'>=7',4.0,b'male single',b'none',2.0,b'no known property',57.0,b'none',b'for free',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'bad'
380,b'no checking',6.0,b'critical/other existing credit',b'new car',362.0,b'100<=X<500',b'1<=X<4',4.0,b'female div/dep/mar',b'none',4.0,b'car',52.0,b'none',b'own',2.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
381,b'<0',20.0,b'existing paid',b'furniture/equipment',2212.0,b'no known savings',b'4<=X<7',4.0,b'male single',b'none',4.0,b'car',39.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
382,b'0<=X<200',18.0,b'existing paid',b'used car',12976.0,b'<100',b'unemployed',3.0,b'female div/dep/mar',b'none',4.0,b'no known property',38.0,b'none',b'for free',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'bad'
383,b'no checking',22.0,b'existing paid',b'new car',1283.0,b'no known savings',b'4<=X<7',4.0,b'female div/dep/mar',b'none',4.0,b'life insurance',25.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'good'
384,b'>=200',12.0,b'existing paid',b'new car',1330.0,b'<100',b'<1',4.0,b'male single',b'none',1.0,b'real estate',26.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
385,b'no checking',30.0,b'delayed previously',b'business',4272.0,b'100<=X<500',b'1<=X<4',2.0,b'male single',b'none',2.0,b'life insurance',26.0,b'none',b'own',2.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
386,b'no checking',18.0,b'critical/other existing credit',b'radio/tv',2238.0,b'<100',b'1<=X<4',2.0,b'female div/dep/mar',b'none',1.0,b'car',25.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
387,b'no checking',18.0,b'existing paid',b'radio/tv',1126.0,b'no known savings',b'<1',4.0,b'female div/dep/mar',b'none',2.0,b'real estate',21.0,b'none',b'rent',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
388,b'0<=X<200',18.0,b'critical/other existing credit',b'furniture/equipment',7374.0,b'<100',b'unemployed',4.0,b'male single',b'none',4.0,b'life insurance',40.0,b'stores',b'own',2.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
389,b'0<=X<200',15.0,b'critical/other existing credit',b'business',2326.0,b'500<=X<1000',b'1<=X<4',2.0,b'male single',b'none',4.0,b'car',27.0,b'bank',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
390,b'no checking',9.0,b'existing paid',b'business',1449.0,b'<100',b'4<=X<7',3.0,b'female div/dep/mar',b'none',2.0,b'car',27.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
391,b'no checking',18.0,b'existing paid',b'new car',1820.0,b'<100',b'1<=X<4',2.0,b'male mar/wid',b'none',2.0,b'life insurance',30.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
392,b'0<=X<200',12.0,b'existing paid',b'furniture/equipment',983.0,b'>=1000',b'<1',1.0,b'female div/dep/mar',b'none',4.0,b'real estate',19.0,b'none',b'rent',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
393,b'<0',36.0,b'existing paid',b'new car',3249.0,b'<100',b'4<=X<7',2.0,b'male single',b'none',4.0,b'no known property',39.0,b'bank',b'for free',1.0,b'high qualif/self emp/mgmt',2.0,b'yes',b'yes',b'good'
394,b'<0',6.0,b'critical/other existing credit',b'radio/tv',1957.0,b'<100',b'4<=X<7',1.0,b'female div/dep/mar',b'none',4.0,b'car',31.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
395,b'no checking',9.0,b'critical/other existing credit',b'furniture/equipment',2406.0,b'<100',b'unemployed',2.0,b'male single',b'none',3.0,b'car',31.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'none',b'yes',b'good'
396,b'0<=X<200',39.0,b'delayed previously',b'education',11760.0,b'100<=X<500',b'4<=X<7',2.0,b'male single',b'none',3.0,b'no known property',32.0,b'none',b'rent',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
397,b'<0',12.0,b'existing paid',b'furniture/equipment',2578.0,b'<100',b'unemployed',3.0,b'female div/dep/mar',b'none',4.0,b'no known property',55.0,b'none',b'for free',1.0,b'high qualif/self emp/mgmt',1.0,b'none',b'yes',b'good'
398,b'<0',36.0,b'critical/other existing credit',b'furniture/equipment',2348.0,b'<100',b'1<=X<4',3.0,b'male mar/wid',b'none',2.0,b'life insurance',46.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
399,b'0<=X<200',12.0,b'existing paid',b'new car',1223.0,b'<100',b'>=7',1.0,b'male div/sep',b'none',1.0,b'real estate',46.0,b'none',b'rent',2.0,b'skilled',1.0,b'none',b'yes',b'bad'
400,b'no checking',24.0,b'critical/other existing credit',b'radio/tv',1516.0,b'>=1000',b'1<=X<4',4.0,b'female div/dep/mar',b'none',1.0,b'real estate',43.0,b'none',b'own',2.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
401,b'no checking',18.0,b'existing paid',b'radio/tv',1473.0,b'<100',b'<1',3.0,b'male mar/wid',b'none',4.0,b'real estate',39.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
402,b'0<=X<200',18.0,b'critical/other existing credit',b'business',1887.0,b'no known savings',b'1<=X<4',4.0,b'male mar/wid',b'none',4.0,b'real estate',28.0,b'bank',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
403,b'no checking',24.0,b'delayed previously',b'business',8648.0,b'<100',b'<1',2.0,b'male single',b'none',2.0,b'car',27.0,b'bank',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'bad'
404,b'no checking',14.0,b'delayed previously',b'new car',802.0,b'<100',b'1<=X<4',4.0,b'male single',b'none',2.0,b'car',27.0,b'none',b'own',2.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
405,b'0<=X<200',18.0,b'delayed previously',b'new car',2899.0,b'no known savings',b'>=7',4.0,b'male single',b'none',4.0,b'car',43.0,b'none',b'own',1.0,b'skilled',2.0,b'none',b'yes',b'good'
406,b'0<=X<200',24.0,b'existing paid',b'radio/tv',2039.0,b'<100',b'<1',1.0,b'male mar/wid',b'none',1.0,b'life insurance',22.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'bad'
407,b'no checking',24.0,b'critical/other existing credit',b'used car',2197.0,b'no known savings',b'4<=X<7',4.0,b'male single',b'none',4.0,b'car',43.0,b'none',b'own',2.0,b'skilled',2.0,b'yes',b'yes',b'good'
408,b'<0',15.0,b'existing paid',b'radio/tv',1053.0,b'<100',b'<1',4.0,b'male mar/wid',b'none',2.0,b'real estate',27.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'no',b'good'
409,b'no checking',24.0,b'existing paid',b'radio/tv',3235.0,b'500<=X<1000',b'>=7',3.0,b'male div/sep',b'none',2.0,b'car',26.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
410,b'>=200',12.0,b'critical/other existing credit',b'new car',939.0,b'500<=X<1000',b'4<=X<7',4.0,b'male mar/wid',b'none',2.0,b'real estate',28.0,b'none',b'own',3.0,b'skilled',1.0,b'yes',b'yes',b'bad'
411,b'0<=X<200',24.0,b'existing paid',b'radio/tv',1967.0,b'<100',b'>=7',4.0,b'female div/dep/mar',b'none',4.0,b'car',20.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
412,b'no checking',33.0,b'critical/other existing credit',b'used car',7253.0,b'<100',b'4<=X<7',3.0,b'male single',b'none',2.0,b'car',35.0,b'none',b'own',2.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
413,b'no checking',12.0,b'critical/other existing credit',b'business',2292.0,b'<100',b'unemployed',4.0,b'male single',b'none',2.0,b'car',42.0,b'stores',b'own',2.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'bad'
414,b'no checking',10.0,b'existing paid',b'new car',1597.0,b'500<=X<1000',b'1<=X<4',3.0,b'male single',b'none',2.0,b'no known property',40.0,b'none',b'rent',1.0,b'unskilled resident',2.0,b'none',b'no',b'good'
415,b'<0',24.0,b'existing paid',b'new car',1381.0,b'no known savings',b'1<=X<4',4.0,b'female div/dep/mar',b'none',2.0,b'life insurance',35.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
416,b'no checking',36.0,b'critical/other existing credit',b'used car',5842.0,b'<100',b'>=7',2.0,b'male single',b'none',2.0,b'life insurance',35.0,b'none',b'own',2.0,b'skilled',2.0,b'yes',b'yes',b'good'
417,b'<0',12.0,b'existing paid',b'new car',2579.0,b'<100',b'<1',4.0,b'male single',b'none',1.0,b'real estate',33.0,b'none',b'own',1.0,b'unskilled resident',2.0,b'none',b'yes',b'bad'
418,b'<0',18.0,b'delayed previously',b'education',8471.0,b'no known savings',b'1<=X<4',1.0,b'female div/dep/mar',b'none',2.0,b'car',23.0,b'none',b'rent',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
419,b'no checking',21.0,b'existing paid',b'new car',2782.0,b'500<=X<1000',b'4<=X<7',1.0,b'female div/dep/mar',b'none',2.0,b'car',31.0,b'bank',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'none',b'yes',b'good'
420,b'0<=X<200',18.0,b'existing paid',b'new car',1042.0,b'no known savings',b'1<=X<4',4.0,b'female div/dep/mar',b'none',2.0,b'life insurance',33.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
421,b'no checking',15.0,b'existing paid',b'new car',3186.0,b'>=1000',b'4<=X<7',2.0,b'female div/dep/mar',b'none',3.0,b'car',20.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'good'
422,b'0<=X<200',12.0,b'existing paid',b'used car',2028.0,b'no known savings',b'1<=X<4',4.0,b'male single',b'none',2.0,b'car',30.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
423,b'0<=X<200',12.0,b'critical/other existing credit',b'new car',958.0,b'<100',b'4<=X<7',2.0,b'male single',b'none',3.0,b'real estate',47.0,b'none',b'own',2.0,b'unskilled resident',2.0,b'none',b'yes',b'good'
424,b'no checking',21.0,b'delayed previously',b'furniture/equipment',1591.0,b'100<=X<500',b'4<=X<7',4.0,b'male single',b'none',3.0,b'real estate',34.0,b'none',b'own',2.0,b'high qualif/self emp/mgmt',1.0,b'none',b'yes',b'good'
425,b'0<=X<200',12.0,b'existing paid',b'furniture/equipment',2762.0,b'no known savings',b'>=7',1.0,b'female div/dep/mar',b'none',2.0,b'life insurance',25.0,b'bank',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'bad'
426,b'0<=X<200',18.0,b'existing paid',b'used car',2779.0,b'<100',b'1<=X<4',1.0,b'male mar/wid',b'none',3.0,b'car',21.0,b'none',b'rent',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
427,b'no checking',28.0,b'critical/other existing credit',b'radio/tv',2743.0,b'<100',b'>=7',4.0,b'male single',b'none',2.0,b'car',29.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
428,b'no checking',18.0,b'critical/other existing credit',b'radio/tv',1149.0,b'>=1000',b'1<=X<4',4.0,b'male single',b'none',3.0,b'real estate',46.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
429,b'no checking',9.0,b'existing paid',b'furniture/equipment',1313.0,b'<100',b'>=7',1.0,b'male single',b'none',4.0,b'car',20.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
430,b'<0',18.0,b'critical/other existing credit',b'repairs',1190.0,b'<100',b'unemployed',2.0,b'female div/dep/mar',b'none',4.0,b'no known property',55.0,b'none',b'for free',3.0,b'unemp/unskilled non res',2.0,b'none',b'yes',b'bad'
431,b'no checking',5.0,b'existing paid',b'business',3448.0,b'<100',b'4<=X<7',1.0,b'male single',b'none',4.0,b'real estate',74.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
432,b'0<=X<200',24.0,b'existing paid',b'other',11328.0,b'<100',b'1<=X<4',2.0,b'male single',b'co applicant',3.0,b'car',29.0,b'bank',b'own',2.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'bad'
433,b'<0',6.0,b'critical/other existing credit',b'furniture/equipment',1872.0,b'<100',b'unemployed',4.0,b'male single',b'none',4.0,b'no known property',36.0,b'none',b'for free',3.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
434,b'no checking',24.0,b'critical/other existing credit',b'repairs',2058.0,b'<100',b'1<=X<4',4.0,b'male div/sep',b'none',2.0,b'real estate',33.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
435,b'<0',9.0,b'existing paid',b'furniture/equipment',2136.0,b'<100',b'1<=X<4',3.0,b'male single',b'none',2.0,b'real estate',25.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
436,b'0<=X<200',12.0,b'existing paid',b'radio/tv',1484.0,b'no known savings',b'1<=X<4',2.0,b'male mar/wid',b'none',1.0,b'real estate',25.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'bad'
437,b'no checking',6.0,b'existing paid',b'repairs',660.0,b'500<=X<1000',b'4<=X<7',2.0,b'male mar/wid',b'none',4.0,b'real estate',23.0,b'none',b'rent',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
438,b'no checking',24.0,b'critical/other existing credit',b'new car',1287.0,b'>=1000',b'>=7',4.0,b'female div/dep/mar',b'none',4.0,b'real estate',37.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
439,b'<0',42.0,b'critical/other existing credit',b'repairs',3394.0,b'<100',b'unemployed',4.0,b'male single',b'co applicant',4.0,b'car',65.0,b'none',b'own',2.0,b'unemp/unskilled non res',1.0,b'none',b'yes',b'good'
440,b'>=200',12.0,b'all paid',b'business',609.0,b'<100',b'<1',4.0,b'female div/dep/mar',b'none',1.0,b'real estate',26.0,b'none',b'own',1.0,b'unemp/unskilled non res',1.0,b'none',b'yes',b'bad'
441,b'no checking',12.0,b'existing paid',b'new car',1884.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'car',39.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
442,b'<0',12.0,b'existing paid',b'furniture/equipment',1620.0,b'<100',b'1<=X<4',2.0,b'female div/dep/mar',b'co applicant',3.0,b'life insurance',30.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
443,b'0<=X<200',20.0,b'delayed previously',b'other',2629.0,b'<100',b'1<=X<4',2.0,b'male single',b'none',3.0,b'car',29.0,b'bank',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
444,b'no checking',12.0,b'existing paid',b'education',719.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'car',41.0,b'bank',b'own',1.0,b'unskilled resident',2.0,b'none',b'yes',b'bad'
445,b'0<=X<200',48.0,b'critical/other existing credit',b'furniture/equipment',5096.0,b'<100',b'1<=X<4',2.0,b'female div/dep/mar',b'none',3.0,b'car',30.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'bad'
446,b'no checking',9.0,b'critical/other existing credit',b'education',1244.0,b'no known savings',b'>=7',4.0,b'female div/dep/mar',b'none',4.0,b'life insurance',41.0,b'none',b'rent',2.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
447,b'<0',36.0,b'existing paid',b'new car',1842.0,b'<100',b'<1',4.0,b'female div/dep/mar',b'none',4.0,b'car',34.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'bad'
448,b'0<=X<200',7.0,b'existing paid',b'radio/tv',2576.0,b'<100',b'1<=X<4',2.0,b'male single',b'guarantor',2.0,b'real estate',35.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
449,b'>=200',12.0,b'existing paid',b'furniture/equipment',1424.0,b'no known savings',b'>=7',3.0,b'female div/dep/mar',b'none',4.0,b'real estate',55.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
450,b'0<=X<200',15.0,b'delayed previously',b'repairs',1512.0,b'>=1000',b'1<=X<4',3.0,b'male mar/wid',b'none',3.0,b'life insurance',61.0,b'stores',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'bad'
451,b'no checking',36.0,b'critical/other existing credit',b'used car',11054.0,b'no known savings',b'1<=X<4',4.0,b'male single',b'none',2.0,b'car',30.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
452,b'no checking',6.0,b'existing paid',b'radio/tv',518.0,b'<100',b'1<=X<4',3.0,b'female div/dep/mar',b'none',1.0,b'real estate',29.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
453,b'no checking',12.0,b'no credits/all paid',b'furniture/equipment',2759.0,b'<100',b'>=7',2.0,b'male single',b'none',4.0,b'life insurance',34.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
454,b'no checking',24.0,b'existing paid',b'used car',2670.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'car',35.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
455,b'<0',24.0,b'existing paid',b'new car',4817.0,b'<100',b'4<=X<7',2.0,b'male single',b'co applicant',3.0,b'life insurance',31.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'bad'
456,b'no checking',24.0,b'existing paid',b'used car',2679.0,b'<100',b'<1',4.0,b'female div/dep/mar',b'none',1.0,b'no known property',29.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
457,b'<0',11.0,b'critical/other existing credit',b'new car',3905.0,b'<100',b'1<=X<4',2.0,b'male single',b'none',2.0,b'real estate',36.0,b'none',b'rent',2.0,b'skilled',2.0,b'none',b'yes',b'good'
458,b'<0',12.0,b'existing paid',b'used car',3386.0,b'<100',b'>=7',3.0,b'male single',b'none',4.0,b'no known property',35.0,b'none',b'for free',1.0,b'skilled',1.0,b'yes',b'yes',b'bad'
459,b'<0',6.0,b'existing paid',b'domestic appliance',343.0,b'<100',b'<1',4.0,b'female div/dep/mar',b'none',1.0,b'real estate',27.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
460,b'no checking',18.0,b'existing paid',b'radio/tv',4594.0,b'<100',b'<1',3.0,b'male single',b'none',2.0,b'car',32.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
461,b'<0',36.0,b'existing paid',b'furniture/equipment',3620.0,b'<100',b'1<=X<4',1.0,b'male single',b'guarantor',2.0,b'life insurance',37.0,b'none',b'own',1.0,b'skilled',2.0,b'none',b'yes',b'good'
462,b'<0',15.0,b'existing paid',b'new car',1721.0,b'<100',b'<1',2.0,b'male single',b'none',3.0,b'real estate',36.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
463,b'0<=X<200',12.0,b'existing paid',b'furniture/equipment',3017.0,b'<100',b'<1',3.0,b'female div/dep/mar',b'none',1.0,b'real estate',34.0,b'none',b'rent',1.0,b'high qualif/self emp/mgmt',1.0,b'none',b'yes',b'good'
464,b'0<=X<200',12.0,b'existing paid',b'retraining',754.0,b'no known savings',b'>=7',4.0,b'male single',b'none',4.0,b'life insurance',38.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
465,b'no checking',18.0,b'existing paid',b'business',1950.0,b'<100',b'4<=X<7',4.0,b'male single',b'none',1.0,b'car',34.0,b'stores',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
466,b'<0',24.0,b'existing paid',b'used car',2924.0,b'<100',b'1<=X<4',3.0,b'male single',b'guarantor',4.0,b'no known property',63.0,b'bank',b'own',1.0,b'skilled',2.0,b'yes',b'yes',b'good'
467,b'<0',24.0,b'delayed previously',b'radio/tv',1659.0,b'<100',b'<1',4.0,b'female div/dep/mar',b'none',2.0,b'car',29.0,b'none',b'rent',1.0,b'unskilled resident',1.0,b'yes',b'yes',b'bad'
468,b'no checking',48.0,b'delayed previously',b'radio/tv',7238.0,b'no known savings',b'>=7',3.0,b'male single',b'none',3.0,b'car',32.0,b'bank',b'own',2.0,b'skilled',2.0,b'none',b'yes',b'good'
469,b'no checking',33.0,b'delayed previously',b'business',2764.0,b'<100',b'1<=X<4',2.0,b'female div/dep/mar',b'none',2.0,b'car',26.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
